Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
GPN3_YEAST,Q06543,Q06543 GPN3_YEAST GPN-loop GTPase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPN3 PE=1 SV=1,GPN3,272,OS=Saccharomyces,0.9878,0.9988,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
GLRX3_YEAST,Q03835,Q03835 GLRX3_YEAST Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX3 PE=1 SV=1,GRX3,285,OS=Saccharomyces,0.9869,0.9988,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
VATD_YEAST,P32610,P32610 VATD_YEAST V-type proton ATPase subunit D OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA8 PE=1 SV=1,VMA8,256,OS=Saccharomyces,0.9838,0.9744,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,
PUR3_YEAST,P04161,P04161 PUR3_YEAST Phosphoribosylglycinamide formyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE8 PE=1 SV=1,ADE8,214,OS=Saccharomyces,0.9833,0.9878,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
SYKM_YEAST,P32048,"P32048 SYKM_YEAST Lysine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSK1 PE=1 SV=3",MSK1,576,OS=Saccharomyces,0.9833,0.9858,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
QCR7_YEAST,P00128,P00128 QCR7_YEAST Cytochrome b-c1 complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR7 PE=1 SV=2,QCR7,127,OS=Saccharomyces,0.9827,0.9854,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NAT1_YEAST,P12945,P12945 NAT1_YEAST N-terminal acetyltransferase A complex subunit NAT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT1 PE=1 SV=2,NAT1,854,OS=Saccharomyces,0.9795,0.9861,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,
RIB4_YEAST,P50861,"P50861 RIB4_YEAST 6,7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB4 PE=1 SV=2",RIB4,169,OS=Saccharomyces,0.9736,0.9738,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
ALG10_YEAST,P50076,"P50076 ALG10_YEAST Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIE2 PE=1 SV=2",DIE2,525,OS=Saccharomyces,0.9722,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
LEM3_YEAST,P42838,P42838 LEM3_YEAST Alkylphosphocholine resistance protein LEM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEM3 PE=1 SV=1,LEM3,414,OS=Saccharomyces,0.972,0.999,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
YP148_YEAST,Q06523,Q06523 YP148_YEAST Uncharacterized protein YPR148C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR148C PE=1 SV=1,YPR148C,435,OS=Saccharomyces,0.972,0.999,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
KCC2_YEAST,P22517,P22517 KCC2_YEAST Calcium/calmodulin-dependent protein kinase II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMK2 PE=1 SV=2,CMK2,447,OS=Saccharomyces,0.9715,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
RGI1_YEAST,P40043,P40043 RGI1_YEAST Respiratory growth induced protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RGI1 PE=1 SV=1,RGI1,161,OS=Saccharomyces,0.9714,0.999,1,6,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
RPA49_YEAST,Q01080,Q01080 RPA49_YEAST DNA-directed RNA polymerase I subunit RPA49 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA49 PE=1 SV=2,RPA49,415,OS=Saccharomyces,0.9711,0.9737,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
DRE2_YEAST,P36152,P36152 DRE2_YEAST Fe-S cluster assembly protein DRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRE2 PE=1 SV=1,DRE2,348,OS=Saccharomyces,0.9707,0.9989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
OXA1_YEAST,P39952,P39952 OXA1_YEAST Mitochondrial inner membrane protein OXA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OXA1 PE=1 SV=1,OXA1,402,OS=Saccharomyces,0.9707,0.9989,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
GWT1_YEAST,P47026,P47026 GWT1_YEAST GPI-anchored wall transfer protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GWT1 PE=1 SV=2,GWT1,490,OS=Saccharomyces,0.9704,0.9989,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,
YUR1_YEAST,P26725,P26725 YUR1_YEAST Probable mannosyltransferase YUR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YUR1 PE=1 SV=1,YUR1,428,OS=Saccharomyces,0.9703,0.9989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
AVT1_YEAST,P47082,P47082 AVT1_YEAST Vacuolar amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT1 PE=1 SV=1,AVT1,602,OS=Saccharomyces,0.9703,0.9989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
RIO2_YEAST,P40160,P40160 RIO2_YEAST Serine/threonine-protein kinase RIO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIO2 PE=1 SV=1,RIO2,425,OS=Saccharomyces,0.97,0.9989,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
CHS3_YEAST,P29465,P29465 CHS3_YEAST Chitin synthase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHS3 PE=1 SV=3,CHS3,1165,OS=Saccharomyces,0.9699,0.9989,1,6,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,
SEM1_YEAST,O94742,O94742 SEM1_YEAST 26S proteasome complex subunit SEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEM1 PE=1 SV=1,SEM1,89,OS=Saccharomyces,0.9694,0.9989,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
CNM67_YEAST,P53865,P53865 CNM67_YEAST Chaotic nuclear migration protein 67 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNM67 PE=1 SV=1,CNM67,581,OS=Saccharomyces,0.9692,0.9989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
YHK5_YEAST,P38775,P38775 YHK5_YEAST Putative uncharacterized protein YHR045W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR045W PE=4 SV=1,YHR045W,560,OS=Saccharomyces,0.9691,0.9989,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,
OSTD_YEAST,Q02795,Q02795 OSTD_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWP1 PE=1 SV=1,SWP1,286,OS=Saccharomyces,0.9687,0.9989,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
RE107_YEAST,P21651,P21651 RE107_YEAST Recombination protein 107 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REC107 PE=1 SV=2,REC107,314,OS=Saccharomyces,0.9683,0.9707,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
MIA40_YEAST,P36046,P36046 MIA40_YEAST Mitochondrial intermembrane space import and assembly protein 40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIA40 PE=1 SV=2,MIA40,403,OS=Saccharomyces,0.9681,0.9988,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
PAL1_YEAST,Q05518,Q05518 PAL1_YEAST Protein PAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAL1 PE=1 SV=1,PAL1,499,OS=Saccharomyces,0.968,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
PMT6_YEAST,P42934,P42934 PMT6_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMT6 PE=1 SV=1,PMT6,759,OS=Saccharomyces,0.9666,0.9988,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,
YP109_YEAST,Q02981,"Q02981 YP109_YEAST ABC1 family protein YPL109C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL109C PE=1 SV=2",YPL109C,657,OS=Saccharomyces,0.9662,0.9988,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
ETT1_YEAST,Q08421,Q08421 ETT1_YEAST Enhancer of translation termination 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETT1 PE=1 SV=1,ETT1,412,OS=Saccharomyces,0.9651,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
MGR3_YEAST,Q04472,Q04472 MGR3_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MGR3 PE=1 SV=1,MGR3,501,OS=Saccharomyces,0.9649,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
SCM4_YEAST,P32564,P32564 SCM4_YEAST Protein SCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCM4 PE=1 SV=1,SCM4,187,OS=Saccharomyces,0.9642,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
DLHH_YEAST,Q07505,Q07505 DLHH_YEAST Putative carboxymethylenebutenolidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL086W PE=1 SV=1,YDL086W,273,OS=Saccharomyces,0.964,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
ANP1_YEAST,P32629,P32629 ANP1_YEAST Mannan polymerase II complex ANP1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ANP1 PE=1 SV=3,ANP1,500,OS=Saccharomyces,0.9635,0.9987,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
MRS3_YEAST,P10566,P10566 MRS3_YEAST Mitochondrial RNA-splicing protein MRS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRS3 PE=1 SV=4,MRS3,314,OS=Saccharomyces,0.9633,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
SLM1_YEAST,P40485,"P40485 SLM1_YEAST Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM1 PE=1 SV=1",SLM1,686,OS=Saccharomyces,0.9633,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
SUR1_YEAST,P33300,P33300 SUR1_YEAST Mannosyl phosphorylinositol ceramide synthase SUR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUR1 PE=1 SV=1,SUR1,382,OS=Saccharomyces,0.963,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
SA190_YEAST,P36123,P36123 SA190_YEAST SIT4-associating protein SAP190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAP190 PE=1 SV=2,SAP190,1033,OS=Saccharomyces,0.963,0.9987,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
TAT1_YEAST,P38085,P38085 TAT1_YEAST Valine/tyrosine/tryptophan amino-acid permease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAT1 PE=1 SV=1,TAT1,619,OS=Saccharomyces,0.9629,0.9987,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
YTM1_YEAST,Q12024,Q12024 YTM1_YEAST Ribosome biogenesis protein YTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTM1 PE=1 SV=1,YTM1,460,OS=Saccharomyces,0.9628,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ILV5_YEAST,P06168,"P06168 ILV5_YEAST Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV5 PE=1 SV=1",ILV5,395,OS=Saccharomyces,0.9625,0.9986,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
FCY21_YEAST,P40039,P40039 FCY21_YEAST Purine-cytosine permease FCY21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FCY21 PE=1 SV=2,FCY21,528,OS=Saccharomyces,0.961,0.9986,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
BUD14_YEAST,P27637,P27637 BUD14_YEAST Bud site selection protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD14 PE=1 SV=4,BUD14,709,OS=Saccharomyces,0.9604,0.9986,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COQ8_YEAST,P27697,"P27697 COQ8_YEAST Atypical kinase COQ8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COQ8 PE=1 SV=1",COQ8,501,OS=Saccharomyces,0.96,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
DPOA2_YEAST,P38121,P38121 DPOA2_YEAST DNA polymerase alpha subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL12 PE=1 SV=1,POL12,705,OS=Saccharomyces,0.9581,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
PMT4_YEAST,P46971,P46971 PMT4_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMT4 PE=1 SV=1,PMT4,762,OS=Saccharomyces,0.9576,0.9985,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,
DGAT2_YEAST,Q08650,Q08650 DGAT2_YEAST Diacylglycerol O-acyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DGA1 PE=1 SV=1,DGA1,418,OS=Saccharomyces,0.9572,0.9984,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
RFA2_YEAST,P26754,P26754 RFA2_YEAST Replication factor A protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA2 PE=1 SV=1,RFA2,273,OS=Saccharomyces,0.952,0.9953,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
LAC1_YEAST,P28496,P28496 LAC1_YEAST Sphingosine N-acyltransferase LAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAC1 PE=1 SV=2,LAC1,418,OS=Saccharomyces,0.9515,0.9982,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
SRPR_YEAST,P32916,P32916 SRPR_YEAST Signal recognition particle receptor subunit alpha homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP101 PE=1 SV=2,SRP101,621,OS=Saccharomyces,0.9504,0.9982,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
TGL3_YEAST,P40308,P40308 TGL3_YEAST Lipase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TGL3 PE=1 SV=2,TGL3,642,OS=Saccharomyces,0.9476,0.9981,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
YG3L_YEAST,P48236,P48236 YG3L_YEAST Uncharacterized membrane protein YGR149W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR149W PE=1 SV=1,YGR149W,432,OS=Saccharomyces,0.9474,0.9981,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
YMN1_YEAST,Q03102,Q03102 YMN1_YEAST Uncharacterized membrane protein YML131W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML131W PE=1 SV=1,YML131W,365,OS=Saccharomyces,0.9453,0.9946,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
AKR1_YEAST,P39010,P39010 AKR1_YEAST Palmitoyltransferase AKR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AKR1 PE=1 SV=1,AKR1,764,OS=Saccharomyces,0.9452,0.998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
CWH41_YEAST,P53008,P53008 CWH41_YEAST Mannosyl-oligosaccharide glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CWH41 PE=1 SV=1,CWH41,833,OS=Saccharomyces,0.9445,0.998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
CST26_YEAST,P38226,P38226 CST26_YEAST Uncharacterized acyltransferase CST26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CST26 PE=1 SV=1,CST26,397,OS=Saccharomyces,0.944,0.9979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
KC13_YEAST,P39962,P39962 KC13_YEAST Casein kinase I homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCK3 PE=1 SV=2,YCK3,524,OS=Saccharomyces,0.9435,0.9979,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
SLM4_YEAST,P38247,P38247 SLM4_YEAST Protein SLM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM4 PE=1 SV=1,SLM4,162,OS=Saccharomyces,0.9425,0.9979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
FMS1_YEAST,P50264,P50264 FMS1_YEAST Polyamine oxidase FMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMS1 PE=1 SV=1,FMS1,508,OS=Saccharomyces,0.9424,0.9979,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
MRL1_YEAST,Q06815,Q06815 MRL1_YEAST Mannose 6-phosphate receptor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRL1 PE=1 SV=1,MRL1,381,OS=Saccharomyces,0.9421,0.9979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
PRPD_YEAST,Q12428,Q12428 PRPD_YEAST Probable 2-methylcitrate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDH1 PE=1 SV=1,PDH1,516,OS=Saccharomyces,0.9408,0.9978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
LAG1_YEAST,P38703,P38703 LAG1_YEAST Sphingosine N-acyltransferase LAG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAG1 PE=1 SV=1,LAG1,411,OS=Saccharomyces,0.9403,0.9978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
MIC60_YEAST,P36112,P36112 MIC60_YEAST MICOS complex subunit MIC60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIC60 PE=1 SV=1,MIC60,540,OS=Saccharomyces,0.94,0.9978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
RT01_YEAST,P10662,"P10662 RT01_YEAST 37S ribosomal protein MRP1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRP1 PE=1 SV=2",MRP1,321,OS=Saccharomyces,0.9399,0.9978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
STH1_YEAST,P32597,P32597 STH1_YEAST Nuclear protein STH1/NPS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STH1 PE=1 SV=1,STH1,1359,OS=Saccharomyces,0.9385,0.9914,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
H2A1_YEAST,P04911,P04911 H2A1_YEAST Histone H2A.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTA1 PE=1 SV=2,HTA1,132,OS=Saccharomyces,0.9368,0.9937,1,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P04912
YPT7_YEAST,P32939,P32939 YPT7_YEAST GTP-binding protein YPT7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT7 PE=1 SV=1,YPT7,208,OS=Saccharomyces,0.9367,0.9976,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KRE2_YEAST,P27809,P27809 KRE2_YEAST Glycolipid 2-alpha-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRE2 PE=1 SV=1,KRE2,442,OS=Saccharomyces,0.9362,0.9937,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
