"","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_peps","min_prob","min_crap_expt","orf_name","status","pma_int"
"1275","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","90","3","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1384","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","90","3","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1459","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","90","3","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1515","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","90","3","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"17","ADE5,7","852617","YGL234W","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities","5","90","5","YGL234W","Interaction Data Present","Not A PMA1 Interactor"
"107","BMH2","851676","YDR099W","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation","5","90","5","YDR099W","Interaction Data Present","Not A PMA1 Interactor"
"224","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","5","90","5","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
"412","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","5","90","5","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"446","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","5","90","5","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
"766","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","5","90","5","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
"795","NUP133","853957","YKR082W","Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133","5","90","5","YKR082W","Interaction Data Present","Not A PMA1 Interactor"
"846","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","90","5","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"941","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","90","5","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"969","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","5","90","5","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1223","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","90","5","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1258","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","90","5","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1372","TCP1","851798","YDR212W","Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein","5","90","5","YDR212W","Interaction Data Present","Not A PMA1 Interactor"
"1393","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","90","5","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1457","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","90","5","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1480","TUB1","854889","YML085C","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication","5","90","5","YML085C","Interaction Data Present","Not A PMA1 Interactor"
"1524","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","90","5","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"1593","VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner","5","90","5","YDL185W","Interaction Data Present","Not A PMA1 Interactor"
"36","ADE5,7","852617","YGL234W","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities","5","90","7","YGL234W","Interaction Data Present","Not A PMA1 Interactor"
"69","ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated","5","90","7","YJR121W","Interaction Data Present","Not A PMA1 Interactor"
"123","BMH2","851676","YDR099W","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation","5","90","7","YDR099W","Interaction Data Present","Not A PMA1 Interactor"
"223","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","5","90","7","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
"394","GCN1","852680","YGL195W","Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA","5","90","7","YGL195W","Interaction Data Present","Not A PMA1 Interactor"
"426","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","5","90","7","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"457","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","5","90","7","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
